Year,Area FIPS Code,Group Code,State,Group,Age,Race,Civilian non-institutional population,Civilian labor force,Civilian labor force Percent of population,Employment Number,Employment Percent of population,Unemployment Number,Unemployment Rate
2007,35,45,New Mexico,"White, 55 to 64 years",55 to 64,White,195,113,58,111,56.8,2,2.1
2007,35,66,New Mexico,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,71,34,48.5,33,47.3,1,2.5
2007,36,24,New York,"Total, 55 to 64 years",55 to 64,Total,"2,108","1,315",62.4,"1,276",60.5,39,3
2007,36,45,New York,"White, 55 to 64 years",55 to 64,White,"1,613","1,012",62.7,986,61.1,26,2.5
2007,36,52,New York,"Black or African American, 55 to 64 years",55 to 64,Black,306,186,60.8,177,58,9,4.7
2007,36,59,New York,"Asian, 55 to 64 years",55 to 64,Asian,164,101,61.8,97,59.3,4,4.1
2007,36,66,New York,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,249,120,48.1,117,46.9,3,2.4
2007,37,24,North Carolina,"Total, 55 to 64 years",55 to 64,Total,"1,060",653,61.6,631,59.6,22,3.3
2007,37,45,North Carolina,"White, 55 to 64 years",55 to 64,White,841,525,62.4,507,60.3,18,3.4
2007,37,52,North Carolina,"Black or African American, 55 to 64 years",55 to 64,Black,184,110,59.8,107,58.1,3,3
2007,38,24,North Dakota,"Total, 55 to 64 years",55 to 64,Total,72,54,75.4,53,73.5,1,2.5
2007,38,45,North Dakota,"White, 55 to 64 years",55 to 64,White,66,51,76.8,50,75.1,1,2.3
2007,39,24,Ohio,"Total, 55 to 64 years",55 to 64,Total,"1,280",819,63.9,788,61.6,30,3.7
2007,39,45,Ohio,"White, 55 to 64 years",55 to 64,White,"1,149",739,64.3,716,62.3,23,3.1
2007,39,52,Ohio,"Black or African American, 55 to 64 years",55 to 64,Black,104,63,60,58,55.3,5,7.9
2007,40,24,Oklahoma,"Total, 55 to 64 years",55 to 64,Total,371,223,60.2,218,58.9,5,2.2
2007,40,45,Oklahoma,"White, 55 to 64 years",55 to 64,White,299,188,62.8,184,61.6,4,2
2007,41,24,Oregon,"Total, 55 to 64 years",55 to 64,Total,473,302,63.7,293,61.9,9,2.9
2007,41,45,Oregon,"White, 55 to 64 years",55 to 64,White,447,286,63.9,277,61.9,9,3.1
2007,42,24,Pennsylvania,"Total, 55 to 64 years",55 to 64,Total,"1,495",935,62.6,912,61,23,2.4
2007,42,45,Pennsylvania,"White, 55 to 64 years",55 to 64,White,"1,343",852,63.4,832,61.9,20,2.3
2007,42,52,Pennsylvania,"Black or African American, 55 to 64 years",55 to 64,Black,127,68,54,65,51.7,3,4.2
2007,44,24,Rhode Island,"Total, 55 to 64 years",55 to 64,Total,118,79,67.4,76,64.7,3,4
2007,44,45,Rhode Island,"White, 55 to 64 years",55 to 64,White,109,74,68.3,71,65.8,3,3.6
2007,45,24,South Carolina,"Total, 55 to 64 years",55 to 64,Total,529,295,55.7,283,53.5,12,4
2007,45,45,South Carolina,"White, 55 to 64 years",55 to 64,White,389,220,56.6,213,54.7,7,3.4
2007,45,52,South Carolina,"Black or African American, 55 to 64 years",55 to 64,Black,130,69,53.3,65,50,4,6.2
2007,46,24,South Dakota,"Total, 55 to 64 years",55 to 64,Total,80,65,81.3,63,79.6,1,2
2007,46,45,South Dakota,"White, 55 to 64 years",55 to 64,White,76,63,82.7,62,81.2,1,1.9
2007,47,24,Tennessee,"Total, 55 to 64 years",55 to 64,Total,670,408,60.9,397,59.3,11,2.7
2007,47,45,Tennessee,"White, 55 to 64 years",55 to 64,White,593,365,61.6,356,60,10,2.6
2007,48,24,Texas,"Total, 55 to 64 years",55 to 64,Total,"2,214","1,403",63.3,"1,362",61.5,41,2.9
2007,48,45,Texas,"White, 55 to 64 years",55 to 64,White,"1,869","1,204",64.5,"1,171",62.7,33,2.8
2007,48,52,Texas,"Black or African American, 55 to 64 years",55 to 64,Black,237,127,53.6,124,52.3,3,2.5
2007,48,66,Texas,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,568,297,52.2,287,50.6,9,3.2
2007,49,24,Utah,"Total, 55 to 64 years",55 to 64,Total,235,166,70.8,164,69.7,2,1.5
2007,49,45,Utah,"White, 55 to 64 years",55 to 64,White,227,161,71,159,70.1,2,1.3
2007,50,24,Vermont,"Total, 55 to 64 years",55 to 64,Total,85,64,75.1,62,72.9,2,2.8
2007,50,45,Vermont,"White, 55 to 64 years",55 to 64,White,83,63,75.1,61,73,2,2.9
2007,51,24,Virginia,"Total, 55 to 64 years",55 to 64,Total,869,589,67.8,577,66.4,12,2.1
2007,51,45,Virginia,"White, 55 to 64 years",55 to 64,White,700,483,69,473,67.5,10,2.2
2007,53,24,Washington,"Total, 55 to 64 years",55 to 64,Total,765,484,63.3,465,60.8,19,4
2007,53,45,Washington,"White, 55 to 64 years",55 to 64,White,689,439,63.7,422,61.2,17,3.9
2007,54,24,West Virginia,"Total, 55 to 64 years",55 to 64,Total,243,116,47.7,113,46.5,3,2.3
2007,54,45,West Virginia,"White, 55 to 64 years",55 to 64,White,236,112,47.6,110,46.5,3,2.4
2007,55,24,Wisconsin,"Total, 55 to 64 years",55 to 64,Total,620,412,66.5,402,64.9,10,2.5
2007,55,45,Wisconsin,"White, 55 to 64 years",55 to 64,White,594,397,66.7,387,65,10,2.5
2007,56,24,Wyoming,"Total, 55 to 64 years",55 to 64,Total,62,42,68.1,42,67.2,1,1.4
2007,56,45,Wyoming,"White, 55 to 64 years",55 to 64,White,60,41,68.7,41,67.8,1,1.3
2006,1,24,Alabama,"Total, 55 to 64 years",55 to 64,Total,507,305,60.2,299,59.1,6,1.9
2006,1,45,Alabama,"White, 55 to 64 years",55 to 64,White,396,252,63.5,247,62.4,5,1.8
2006,2,24,Alaska,"Total, 55 to 64 years",55 to 64,Total,69,47,68.1,44,64.4,3,5.4
2006,2,45,Alaska,"White, 55 to 64 years",55 to 64,White,58,41,69.7,39,66.6,2,4.6
2006,4,24,Arizona,"Total, 55 to 64 years",55 to 64,Total,594,347,58.4,336,56.6,11,3.1
2006,4,45,Arizona,"White, 55 to 64 years",55 to 64,White,541,319,59.1,309,57.2,10,3.2
2006,4,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,125,64,51.1,63,50.1,1,2
2006,5,24,Arkansas,"Total, 55 to 64 years",55 to 64,Total,320,191,59.6,185,57.8,6,3.1
2006,5,45,Arkansas,"White, 55 to 64 years",55 to 64,White,279,173,62.1,168,60.3,5,2.9
2006,6,24,California,"Total, 55 to 64 years",55 to 64,Total,"3,430","2,181",63.6,"2,107",61.4,74,3.4
2006,6,45,California,"White, 55 to 64 years",55 to 64,White,"2,665","1,723",64.7,"1,664",62.4,59,3.4
2006,6,52,California,"Black or African American, 55 to 64 years",55 to 64,Black,222,109,48.9,105,47.1,4,3.6
2006,6,59,California,"Asian, 55 to 64 years",55 to 64,Asian,462,299,64.7,290,62.7,10,3.2
2006,6,66,California,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,665,397,59.6,381,57.2,16,4
2006,8,24,Colorado,"Total, 55 to 64 years",55 to 64,Total,494,340,68.8,328,66.4,12,3.4
2006,8,45,Colorado,"White, 55 to 64 years",55 to 64,White,463,320,69.1,309,66.7,11,3.5
2006,9,24,Connecticut,"Total, 55 to 64 years",55 to 64,Total,375,263,70.1,256,68.3,7,2.6
2006,9,45,Connecticut,"White, 55 to 64 years",55 to 64,White,334,235,70.2,229,68.5,6,2.5
2006,10,24,Delaware,"Total, 55 to 64 years",55 to 64,Total,93,61,64.8,59,63,2,2.7
2006,10,45,Delaware,"White, 55 to 64 years",55 to 64,White,77,51,65.5,49,63.9,1,2.4
2006,11,24,District of Columbia,"Total, 55 to 64 years",55 to 64,Total,62,40,65.7,38,61.7,2,6
2006,11,45,District of Columbia,"White, 55 to 64 years",55 to 64,White,23,18,78.6,18,76.5,-3,2.6
2006,11,52,District of Columbia,"Black or African American, 55 to 64 years",55 to 64,Black,36,21,57,19,51.8,2,9.1
2006,12,24,Florida,"Total, 55 to 64 years",55 to 64,Total,"2,130","1,324",62.2,"1,295",60.8,29,2.2
2006,12,45,Florida,"White, 55 to 64 years",55 to 64,White,"1,845","1,159",62.8,"1,133",61.4,25,2.2
2006,12,52,Florida,"Black or African American, 55 to 64 years",55 to 64,Black,235,137,58.1,134,56.8,3,2.3
2006,12,66,Florida,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,324,201,62.3,197,60.9,4,2.2
2006,13,24,Georgia,"Total, 55 to 64 years",55 to 64,Total,931,589,63.2,576,61.9,13,2.2
2006,13,45,Georgia,"White, 55 to 64 years",55 to 64,White,697,462,66.3,457,65.5,6,1.2
2006,13,52,Georgia,"Black or African American, 55 to 64 years",55 to 64,Black,202,106,52.5,99,49,7,6.7
2006,15,24,Hawaii,"Total, 55 to 64 years",55 to 64,Total,147,102,69.4,101,68.6,1,1.2
2006,15,45,Hawaii,"White, 55 to 64 years",55 to 64,White,45,32,72.9,32,72.2,-3,0.9
2006,15,59,Hawaii,"Asian, 55 to 64 years",55 to 64,Asian,70,47,66.6,46,65.6,1,1.5
2006,16,24,Idaho,"Total, 55 to 64 years",55 to 64,Total,149,100,67.1,98,65.4,3,2.6
2006,16,45,Idaho,"White, 55 to 64 years",55 to 64,White,144,97,67.2,94,65.6,2,2.4
2006,17,24,Illinois,"Total, 55 to 64 years",55 to 64,Total,"1,225",796,65,766,62.5,30,3.8
2006,17,45,Illinois,"White, 55 to 64 years",55 to 64,White,997,656,65.8,634,63.6,22,3.4
2006,17,52,Illinois,"Black or African American, 55 to 64 years",55 to 64,Black,171,99,58,93,54.4,6,6.1
2006,18,24,Indiana,"Total, 55 to 64 years",55 to 64,Total,676,439,65,424,62.8,15,3.4
2006,18,45,Indiana,"White, 55 to 64 years",55 to 64,White,624,408,65.4,393,63.1,15,3.6
2006,19,24,Iowa,"Total, 55 to 64 years",55 to 64,Total,321,231,71.9,227,70.5,4,1.8
2006,19,45,Iowa,"White, 55 to 64 years",55 to 64,White,314,227,72.3,222,70.9,4,1.9
2006,20,24,Kansas,"Total, 55 to 64 years",55 to 64,Total,297,205,69.1,200,67.2,6,2.7
2006,20,45,Kansas,"White, 55 to 64 years",55 to 64,White,274,191,69.5,186,68,4,2.2
2006,21,24,Kentucky,"Total, 55 to 64 years",55 to 64,Total,472,270,57.1,263,55.7,7,2.6
2006,21,45,Kentucky,"White, 55 to 64 years",55 to 64,White,439,251,57.1,244,55.6,7,2.7
2006,22,24,Louisiana,"Total, 55 to 64 years",55 to 64,Total,402,236,58.8,231,57.5,5,2.3
2006,22,45,Louisiana,"White, 55 to 64 years",55 to 64,White,276,173,62.8,170,61.7,3,1.8
2006,22,52,Louisiana,"Black or African American, 55 to 64 years",55 to 64,Black,119,59,49.8,57,47.8,2,3.8
2006,23,24,Maine,"Total, 55 to 64 years",55 to 64,Total,169,115,67.9,112,66.5,2,2.1
2006,23,45,Maine,"White, 55 to 64 years",55 to 64,White,165,113,68.1,110,66.6,2,2.1
2006,24,24,Maryland,"Total, 55 to 64 years",55 to 64,Total,627,428,68.2,417,66.5,10,2.4
2006,24,45,Maryland,"White, 55 to 64 years",55 to 64,White,450,313,69.5,307,68.2,6,2
2006,24,52,Maryland,"Black or African American, 55 to 64 years",55 to 64,Black,148,93,63,90,60.4,4,4.2
2006,25,24,Massachusetts,"Total, 55 to 64 years",55 to 64,Total,698,468,67,449,64.3,19,4
2006,25,45,Massachusetts,"White, 55 to 64 years",55 to 64,White,643,433,67.4,415,64.5,18,4.2
2006,26,24,Michigan,"Total, 55 to 64 years",55 to 64,Total,"1,084",625,57.7,586,54.1,39,6.2
2006,26,45,Michigan,"White, 55 to 64 years",55 to 64,White,935,540,57.7,508,54.4,32,5.8
2006,26,52,Michigan,"Black or African American, 55 to 64 years",55 to 64,Black,122,66,54.5,61,50.1,5,8
2006,27,24,Minnesota,"Total, 55 to 64 years",55 to 64,Total,538,389,72.3,380,70.6,9,2.4
2006,27,45,Minnesota,"White, 55 to 64 years",55 to 64,White,515,376,73.1,367,71.4,9,2.4
2006,28,24,Mississippi,"Total, 55 to 64 years",55 to 64,Total,309,168,54.6,162,52.3,7,4.1
2006,28,45,Mississippi,"White, 55 to 64 years",55 to 64,White,219,126,57.6,123,56.1,3,2.5
2006,28,52,Mississippi,"Black or African American, 55 to 64 years",55 to 64,Black,87,41,46.7,37,42.5,4,9
2006,29,24,Missouri,"Total, 55 to 64 years",55 to 64,Total,612,409,66.9,401,65.5,9,2.1
2006,29,45,Missouri,"White, 55 to 64 years",55 to 64,White,548,369,67.3,361,65.8,8,2.2
2006,30,24,Montana,"Total, 55 to 64 years",55 to 64,Total,120,82,68.1,80,66.3,2,2.7
2006,30,45,Montana,"White, 55 to 64 years",55 to 64,White,117,80,68.3,78,66.8,2,2.2
2006,31,24,Nebraska,"Total, 55 to 64 years",55 to 64,Total,180,134,74.5,132,73,3,1.9
2006,31,45,Nebraska,"White, 55 to 64 years",55 to 64,White,171,128,75.1,126,73.7,2,1.8
2006,32,24,Nevada,"Total, 55 to 64 years",55 to 64,Total,254,158,62.3,153,60.3,5,3.2
2006,32,45,Nevada,"White, 55 to 64 years",55 to 64,White,210,130,61.8,126,59.8,4,3.2
2006,33,24,New Hampshire,"Total, 55 to 64 years",55 to 64,Total,148,105,71.4,102,69.2,3,3.1
2006,33,45,New Hampshire,"White, 55 to 64 years",55 to 64,White,143,102,71.4,99,69.2,3,3.1
2006,34,24,New Jersey,"Total, 55 to 64 years",55 to 64,Total,911,635,69.7,616,67.7,19,2.9
2006,34,45,New Jersey,"White, 55 to 64 years",55 to 64,White,736,515,70,503,68.4,12,2.3
2006,34,52,New Jersey,"Black or African American, 55 to 64 years",55 to 64,Black,104,70,67.4,65,62.3,5,7.7
2006,34,59,New Jersey,"Asian, 55 to 64 years",55 to 64,Asian,62,44,71,43,69.5,1,2.1
2006,34,66,New Jersey,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,84,48,57.2,46,54.7,2,4.3
2006,35,24,New Mexico,"Total, 55 to 64 years",55 to 64,Total,218,134,61.4,131,59.9,3,2.3
2006,35,45,New Mexico,"White, 55 to 64 years",55 to 64,White,195,121,62,118,60.6,3,2.4
2006,35,66,New Mexico,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,65,32,49.1,30,47,1,4.3
2006,36,24,New York,"Total, 55 to 64 years",55 to 64,Total,"2,088","1,319",63.2,"1,277",61.2,42,3.2
2006,36,45,New York,"White, 55 to 64 years",55 to 64,White,"1,623","1,052",64.8,"1,022",63,30,2.8
2006,36,52,New York,"Black or African American, 55 to 64 years",55 to 64,Black,312,172,55.1,164,52.6,8,4.5
2006,36,59,New York,"Asian, 55 to 64 years",55 to 64,Asian,129,82,63.5,79,61.3,3,3.4
2006,36,66,New York,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,235,132,56.4,129,54.9,3,2.6
2006,37,24,North Carolina,"Total, 55 to 64 years",55 to 64,Total,936,556,59.4,539,57.6,17,3.1
2006,37,45,North Carolina,"White, 55 to 64 years",55 to 64,White,748,448,59.8,435,58.1,12,2.8
2006,37,52,North Carolina,"Black or African American, 55 to 64 years",55 to 64,Black,159,93,58.2,88,55.4,4,4.8
2006,38,24,North Dakota,"Total, 55 to 64 years",55 to 64,Total,65,50,76.6,49,75.1,1,2
2006,38,45,North Dakota,"White, 55 to 64 years",55 to 64,White,61,48,77.9,47,76.4,1,2
2006,39,24,Ohio,"Total, 55 to 64 years",55 to 64,Total,"1,248",800,64.1,779,62.4,21,2.7
2006,39,45,Ohio,"White, 55 to 64 years",55 to 64,White,"1,111",714,64.2,695,62.5,19,2.7
2006,39,52,Ohio,"Black or African American, 55 to 64 years",55 to 64,Black,106,68,63.9,66,62.1,2,2.8
2006,40,24,Oklahoma,"Total, 55 to 64 years",55 to 64,Total,353,220,62.4,217,61.4,4,1.6
2006,40,45,Oklahoma,"White, 55 to 64 years",55 to 64,White,291,185,63.6,182,62.7,3,1.4
2006,41,24,Oregon,"Total, 55 to 64 years",55 to 64,Total,431,261,60.6,253,58.7,8,3.1
2006,41,45,Oregon,"White, 55 to 64 years",55 to 64,White,404,246,61,239,59.2,7,2.9
2006,42,24,Pennsylvania,"Total, 55 to 64 years",55 to 64,Total,"1,478",957,64.8,932,63.1,25,2.6
2006,42,45,Pennsylvania,"White, 55 to 64 years",55 to 64,White,"1,356",892,65.8,871,64.2,21,2.4
2006,42,52,Pennsylvania,"Black or African American, 55 to 64 years",55 to 64,Black,97,53,55,50,51.8,3,5.8
2006,44,24,Rhode Island,"Total, 55 to 64 years",55 to 64,Total,113,77,68.3,74,65.3,3,4.4
2006,44,45,Rhode Island,"White, 55 to 64 years",55 to 64,White,105,73,69.2,70,66.4,3,4.1
2006,45,24,South Carolina,"Total, 55 to 64 years",55 to 64,Total,494,285,57.6,276,55.8,9,3.1
2006,45,45,South Carolina,"White, 55 to 64 years",55 to 64,White,371,216,58.3,211,56.8,6,2.7
2006,45,52,South Carolina,"Black or African American, 55 to 64 years",55 to 64,Black,111,62,55.4,59,53.1,3,4.2
2006,46,24,South Dakota,"Total, 55 to 64 years",55 to 64,Total,80,58,72.3,57,70.8,1,2.1
2006,46,45,South Dakota,"White, 55 to 64 years",55 to 64,White,76,56,73.2,55,71.7,1,2
2006,47,24,Tennessee,"Total, 55 to 64 years",55 to 64,Total,649,383,59.1,369,56.9,14,3.7
2006,47,45,Tennessee,"White, 55 to 64 years",55 to 64,White,546,332,60.8,321,58.8,11,3.2
2006,48,24,Texas,"Total, 55 to 64 years",55 to 64,Total,"2,136","1,338",62.6,"1,300",60.9,38,2.8
2006,48,45,Texas,"White, 55 to 64 years",55 to 64,White,"1,812","1,156",63.8,"1,124",62,32,2.7
2006,48,52,Texas,"Black or African American, 55 to 64 years",55 to 64,Black,244,130,53.1,124,50.9,5,4.2
2006,48,66,Texas,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,524,296,56.6,290,55.4,6,2.1
2006,49,24,Utah,"Total, 55 to 64 years",55 to 64,Total,206,146,70.7,143,69.2,3,2.1
2006,49,45,Utah,"White, 55 to 64 years",55 to 64,White,199,143,72.1,141,70.8,3,1.8
2006,50,24,Vermont,"Total, 55 to 64 years",55 to 64,Total,78,57,73.3,56,71.6,1,2.3
2006,50,45,Vermont,"White, 55 to 64 years",55 to 64,White,76,56,73.5,55,71.8,1,2.3
2006,51,24,Virginia,"Total, 55 to 64 years",55 to 64,Total,849,560,66,548,64.5,13,2.2
2006,51,45,Virginia,"White, 55 to 64 years",55 to 64,White,689,462,67.1,452,65.6,10,2.2
2006,53,24,Washington,"Total, 55 to 64 years",55 to 64,Total,735,460,62.7,445,60.6,15,3.3
2006,53,45,Washington,"White, 55 to 64 years",55 to 64,White,634,392,61.8,379,59.7,13,3.4
2006,53,59,Washington,"Asian, 55 to 64 years",55 to 64,Asian,63,49,77.6,48,75.2,2,3.2
2006,54,24,West Virginia,"Total, 55 to 64 years",55 to 64,Total,241,115,47.6,112,46.5,3,2.4
2006,54,45,West Virginia,"White, 55 to 64 years",55 to 64,White,234,112,48,110,46.8,3,2.4
2006,55,24,Wisconsin,"Total, 55 to 64 years",55 to 64,Total,599,396,66.1,384,64.1,12,2.9
2006,55,45,Wisconsin,"White, 55 to 64 years",55 to 64,White,569,384,67.4,373,65.4,11,3
2006,56,24,Wyoming,"Total, 55 to 64 years",55 to 64,Total,61,43,69.9,42,68.6,1,1.9
2006,56,45,Wyoming,"White, 55 to 64 years",55 to 64,White,59,42,70.9,41,69.6,1,1.8
2005,1,24,Alabama,"Total, 55 to 64 years",55 to 64,Total,473,267,56.3,258,54.5,9,3.3
2005,1,45,Alabama,"White, 55 to 64 years",55 to 64,White,364,212,58.3,207,56.8,5,2.4
2005,2,24,Alaska,"Total, 55 to 64 years",55 to 64,Total,65,42,65.1,40,62,2,4.8
2005,2,45,Alaska,"White, 55 to 64 years",55 to 64,White,55,37,67.6,36,64.6,2,4.5
2005,4,24,Arizona,"Total, 55 to 64 years",55 to 64,Total,581,345,59.4,331,57,14,4.1
2005,4,45,Arizona,"White, 55 to 64 years",55 to 64,White,540,320,59.4,310,57.5,10,3.2
2005,4,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,106,52,49.1,49,46.6,3,5.2
2005,5,24,Arkansas,"Total, 55 to 64 years",55 to 64,Total,297,166,55.7,159,53.7,6,3.7
2005,5,45,Arkansas,"White, 55 to 64 years",55 to 64,White,250,145,58,140,56,5,3.4
2005,6,24,California,"Total, 55 to 64 years",55 to 64,Total,"3,313","2,122",64,"2,045",61.7,77,3.6
2005,6,45,California,"White, 55 to 64 years",55 to 64,White,"2,586","1,668",64.5,"1,612",62.3,56,3.3
2005,6,52,California,"Black or African American, 55 to 64 years",55 to 64,Black,202,108,53.5,101,50.1,7,6.3
2005,6,59,California,"Asian, 55 to 64 years",55 to 64,Asian,426,283,66.5,270,63.3,14,4.8
2005,6,66,California,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,666,390,58.6,371,55.8,19,4.8
2005,8,24,Colorado,"Total, 55 to 64 years",55 to 64,Total,476,317,66.6,305,64.1,12,3.8
2005,8,45,Colorado,"White, 55 to 64 years",55 to 64,White,450,307,68.2,295,65.7,11,3.7
2005,8,66,Colorado,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,55,33,59.9,32,58.4,1,2.6
2005,9,24,Connecticut,"Total, 55 to 64 years",55 to 64,Total,388,257,66.2,249,64,8,3.2
2005,9,45,Connecticut,"White, 55 to 64 years",55 to 64,White,347,231,66.5,224,64.6,7,2.9
2005,10,24,Delaware,"Total, 55 to 64 years",55 to 64,Total,90,56,62.9,55,61.1,2,2.8
2005,10,45,Delaware,"White, 55 to 64 years",55 to 64,White,75,47,62.9,46,61.3,1,2.6
2005,10,52,Delaware,"Black or African American, 55 to 64 years",55 to 64,Black,13,8,63.9,8,61.6,-3,3.6
2005,11,24,District of Columbia,"Total, 55 to 64 years",55 to 64,Total,57,38,65.6,36,63.6,1,3
2005,11,45,District of Columbia,"White, 55 to 64 years",55 to 64,White,22,17,77.9,17,76.7,-3,1.5
2005,11,52,District of Columbia,"Black or African American, 55 to 64 years",55 to 64,Black,33,19,57.2,18,54.8,1,4.2
2005,12,24,Florida,"Total, 55 to 64 years",55 to 64,Total,"1,978","1,203",60.8,"1,175",59.4,28,2.3
2005,12,45,Florida,"White, 55 to 64 years",55 to 64,White,"1,732","1,053",60.8,"1,031",59.5,22,2.1
2005,12,52,Florida,"Black or African American, 55 to 64 years",55 to 64,Black,202,121,60,116,57.4,5,4.3
2005,12,66,Florida,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,270,163,60.3,158,58.5,5,3.1
2005,13,24,Georgia,"Total, 55 to 64 years",55 to 64,Total,880,535,60.7,517,58.7,18,3.3
2005,13,45,Georgia,"White, 55 to 64 years",55 to 64,White,660,407,61.6,398,60.3,8,2.1
2005,13,52,Georgia,"Black or African American, 55 to 64 years",55 to 64,Black,191,108,56.7,101,52.9,7,6.6
2005,15,24,Hawaii,"Total, 55 to 64 years",55 to 64,Total,135,90,67,89,66,1,1.4
2005,15,45,Hawaii,"White, 55 to 64 years",55 to 64,White,41,29,70.9,29,69.9,-3,1.4
2005,15,59,Hawaii,"Asian, 55 to 64 years",55 to 64,Asian,69,45,65,44,64,1,1.7
2005,16,24,Idaho,"Total, 55 to 64 years",55 to 64,Total,143,99,69.2,96,67.2,3,2.9
2005,16,45,Idaho,"White, 55 to 64 years",55 to 64,White,139,97,69.7,94,67.8,3,2.7
2005,17,24,Illinois,"Total, 55 to 64 years",55 to 64,Total,"1,180",761,64.5,730,61.9,31,4
2005,17,45,Illinois,"White, 55 to 64 years",55 to 64,White,971,622,64.1,600,61.8,23,3.6
2005,17,52,Illinois,"Black or African American, 55 to 64 years",55 to 64,Black,158,102,64.5,98,61.7,4,4.3
2005,17,66,Illinois,"Hispanic or Latino ethnicity, 55 to 64 years",55 to 64,Hispanic,74,42,57.1,39,53.1,3,7
2005,18,24,Indiana,"Total, 55 to 64 years",55 to 64,Total,625,393,62.9,380,60.7,14,3.5
2005,18,45,Indiana,"White, 55 to 64 years",55 to 64,White,577,374,64.8,362,62.7,12,3.3
2005,19,24,Iowa,"Total, 55 to 64 years",55 to 64,Total,300,215,71.7,212,70.6,3,1.5
2005,19,45,Iowa,"White, 55 to 64 years",55 to 64,White,295,212,71.8,209,70.8,3,1.3
2005,20,24,Kansas,"Total, 55 to 64 years",55 to 64,Total,286,206,72,199,69.8,6,3.1
2005,20,45,Kansas,"White, 55 to 64 years",55 to 64,White,264,192,73,187,70.9,5,2.8
2005,21,24,Kentucky,"Total, 55 to 64 years",55 to 64,Total,454,245,54,236,52,9,3.7
2005,21,45,Kentucky,"White, 55 to 64 years",55 to 64,White,430,230,53.5,221,51.4,9,3.9
2005,22,24,Louisiana,"Total, 55 to 64 years",55 to 64,Total,451,248,54.9,238,52.7,10,4
2005,22,45,Louisiana,"White, 55 to 64 years",55 to 64,White,311,186,59.7,180,57.8,6,3.3
2005,22,52,Louisiana,"Black or African American, 55 to 64 years",55 to 64,Black,125,51,40.6,47,37.4,4,7.7
2005,23,24,Maine,"Total, 55 to 64 years",55 to 64,Total,161,109,67.9,106,65.8,3,3.1
2005,23,45,Maine,"White, 55 to 64 years",55 to 64,White,157,107,68.1,104,66.1,3,3
2005,24,24,Maryland,"Total, 55 to 64 years",55 to 64,Total,591,394,66.7,383,64.8,11,2.8
2005,24,45,Maryland,"White, 55 to 64 years",55 to 64,White,429,299,69.7,292,68.1,7,2.3
2005,24,52,Maryland,"Black or African American, 55 to 64 years",55 to 64,Black,133,77,57.8,73,54.9,4,4.9
2005,25,24,Massachusetts,"Total, 55 to 64 years",55 to 64,Total,661,440,66.6,424,64.2,16,3.6
2005,25,45,Massachusetts,"White, 55 to 64 years",55 to 64,White,603,406,67.4,391,64.9,15,3.8
